order_id,customer_id,age,gender,country,city,registration_date,product_id,product_name,brand,category,condition,price,order_date,quantity,total_price,age_group,product_type
6433,1272,50.0,Female,Lithuania,Klaipeda,2026-01-20,81,H&M Jacket 81,H & M,Jacket,Fair,29.72,2025-06-18,2,59.44,Middle-aged,Jacket
6434,1753,28.0,Male,Estonia,Tallinn,2024-07-09,45,Adidas Hoodie 45,A d i d a s,Hoodie,Like New,15.23,2025-04-26,1,15.23,Young Adult,Hoodie
6435,477,29.0,Female,Estonia,Tallinn,2025-02-28,262,Adidas Shoes 262,A d i d a s,Shoes,Fair,10.74,2025-10-12,1,10.74,Young Adult,Shoes
6436,1579,42.0,Male,Latvia,Daugavpils,2023-09-27,265,Levi's Hoodie 265,L e v i ' s,Hoodie,Good,59.18,2026-01-23,1,59.18,Adult,Hoodie
6437,187,46.0,Female,Latvia,Daugavpils,2024-01-08,128,Nike Shoes 128,N i k e,Shoes,New,104.03,2025-05-21,3,312.09,Middle-aged,Shoes
6438,1851,37.0,Male,Latvia,Riga,2025-01-29,11,Nike Shoes 11,N i k e,Shoes,Good,91.04,2025-01-16,2,182.08,Adult,Shoes
6439,1494,53.0,Female,Poland,Warsaw,2024-06-29,159,Adidas T-Shirt 159,A d i d a s,T-Shirt,Good,30.63,2025-02-17,3,91.89,Middle-aged,T-Shirt
6440,1908,42.0,Male,Lithuania,Vilnius,2024-07-18,36,H&M Jeans 36,H & M,Jeans,Fair,105.79,2026-06-02,3,317.37,Adult,Jeans
6441,1791,22.0,Male,Estonia,Tartu,2025-07-30,241,Uniqlo Dress 241,U n i q l o,Dress,Fair,77.53,2025-05-09,1,77.53,Young Adult,Dress
6442,1418,19.0,Male,Latvia,Riga,2026-01-07,255,Levi's T-Shirt 255,L e v i ' s,T-Shirt,Fair,19.12,2025-06-03,2,38.24,Young Adult,T-Shirt
6443,1017,40.0,Female,Lithuania,Klaipeda,2026-02-03,63,Levi's T-Shirt 63,L e v i ' s,T-Shirt,Good,55.6,2025-08-18,2,25.34,Adult,T-Shirt
6444,1634,22.0,Male,Lithuania,Klaipeda,2025-02-12,119,Adidas Shoes 119,A d i d a s,Shoes,New,60.15,2025-11-11,1,60.15,Young Adult,Shoes
6445,1294,36.0,Male,Estonia,Tartu,2023-10-12,68,Levi's T-Shirt 68,L e v i ' s,T-Shirt,Like New,49.25,2025-07-26,2,98.5,Adult,T-Shirt
6446,504,34.0,Female,Estonia,Tartu,2025-02-12,9,H&M T-Shirt 9,H & M,T-Shirt,Like New,139.27,2024-10-03,2,278.54,Adult,T-Shirt
6447,1526,54.0,Female,Poland,Krakow,2024-06-05,211,Uniqlo Hoodie 211,U n i q l o,Hoodie,Fair,40.16,2024-08-17,1,40.16,Middle-aged,Hoodie
6448,1375,19.0,Female,Latvia,Riga,2025-02-14,275,Nike Dress 275,N i k e,Dress,Good,149.48,2025-06-10,3,448.44,Young Adult,Dress
6449,1827,60.0,Male,Lithuania,Kaunas,2024-02-24,222,Adidas Shoes 222,A d i d a s,Shoes,New,92.61,2025-04-21,1,92.61,Senior,Shoes
6450,270,50.0,Male,Lithuania,Klaipeda,2024-02-11,5,Zara Jeans 5,Z a r a,Jeans,Like New,36.63,2025-09-14,1,36.63,Middle-aged,Jeans
6451,893,18.0,Female,Latvia,Daugavpils,2024-12-26,38,Puma Shoes 38,P u m a,Shoes,Like New,10.33,2024-07-14,2,20.66,Young Adult,Shoes
6452,593,49.0,Male,Estonia,Tallinn,2024-03-23,79,Adidas T-Shirt 79,A d i d a s,T-Shirt,Like New,30.35,2025-04-19,1,30.35,Middle-aged,T-Shirt
6453,1244,18.0,Male,Estonia,Tallinn,2024-04-04,288,Zara Jeans 288,Z a r a,Jeans,Like New,55.65,2025-07-01,3,166.95,Young Adult,Jeans
6454,1026,42.0,Male,Latvia,Daugavpils,2024-02-02,184,Adidas Shoes 184,A d i d a s,Shoes,Like New,62.21,2026-03-31,3,200.79,Adult,Shoes
6455,861,39.0,Female,Latvia,Daugavpils,2025-12-29,229,Adidas T-Shirt 229,A d i d a s,T-Shirt,New,123.4,2024-08-20,2,246.8,Adult,T-Shirt
6456,627,39.0,Male,Lithuania,Klaipeda,2026-02-02,98,Puma Jacket 98,P u m a,Jacket,New,57.09,2025-01-08,3,171.27,Adult,Jacket
6457,1419,55.0,Female,Estonia,Tartu,2025-07-08,217,Adidas Shoes 217,A d i d a s,Shoes,Like New,16.17,2025-11-01,1,16.17,Senior,Shoes
6458,87,55.0,Female,Estonia,Tallinn,2023-10-15,20,Levi's Hoodie 20,L e v i ' s,Hoodie,Fair,44.69,2024-07-17,1,44.69,Senior,Hoodie
6459,162,46.0,Female,Latvia,Daugavpils,2024-07-06,146,Nike Jeans 146,N i k e,Jeans,Like New,90.86,2024-09-08,2,181.72,Middle-aged,Jeans
6460,1740,27.0,Female,Lithuania,Kaunas,2026-03-08,26,Levi's Hoodie 26,L e v i ' s,Hoodie,Fair,14.27,2025-01-09,3,42.81,Young Adult,Hoodie
6461,1229,42.0,Male,Poland,Warsaw,2026-02-07,77,Puma Hoodie 77,P u m a,Hoodie,Good,40.41,2025-11-09,2,80.82,Adult,Hoodie
6462,1075,65.0,Male,Poland,Warsaw,2024-03-27,257,Uniqlo Shoes 257,U n i q l o,Shoes,Fair,18.65,2024-09-10,3,55.95,Senior,Shoes
6463,1102,42.0,Male,Poland,Warsaw,2025-04-12,107,Levi's Shoes 107,L e v i ' s,Shoes,Like New,12.55,2025-03-16,1,12.55,Adult,Shoes
6464,1637,19.0,Male,Lithuania,Klaipeda,2025-10-03,201,H&M Jacket 201,H & M,Jacket,Fair,105.55,2024-09-27,3,316.65,Young Adult,Jacket
6465,791,35.0,Female,Lithuania,Kaunas,2026-02-04,125,Nike Shoes 125,N i k e,Shoes,Good,35.74,2025-11-19,3,107.22,Adult,Shoes
6466,234,61.0,Male,Estonia,Tallinn,2024-12-31,209,Adidas Shoes 209,A d i d a s,Shoes,New,137.15,2025-09-29,3,411.45,Senior,Shoes
6467,1450,29.0,Female,Latvia,Riga,2024-06-28,275,Nike Dress 275,N i k e,Dress,Good,149.48,2025-05-28,3,448.44,Young Adult,Dress
6468,182,47.0,Male,Poland,Warsaw,2024-07-24,271,H&M T-Shirt 271,H & M,T-Shirt,New,55.6,2025-05-29,3,166.8,Middle-aged,T-Shirt
6469,1910,49.0,Female,Latvia,Daugavpils,2024-03-30,216,Levi's Jeans 216,L e v i ' s,Jeans,New,26.3,2024-07-18,3,78.9,Middle-aged,Jeans
6470,718,42.0,Female,Lithuania,Kaunas,2024-01-23,19,Puma Hoodie 19,P u m a,Hoodie,Like New,8.34,2026-01-28,3,25.02,Adult,Hoodie
6471,782,32.0,Male,Latvia,Riga,2025-07-30,172,Levi's Jeans 172,L e v i ' s,Jeans,New,92.48,2025-12-24,2,184.96,Adult,Jeans
6472,1099,38.0,Female,Latvia,Daugavpils,2025-06-23,83,Uniqlo Shoes 83,U n i q l o,Shoes,Good,48.38,2025-10-05,2,96.76,Adult,Shoes
6473,361,52.0,Female,Poland,Warsaw,2024-07-30,269,Nike Dress 269,N i k e,Dress,Fair,27.94,2024-06-14,1,27.94,Middle-aged,Dress
6474,982,32.0,Female,Lithuania,Klaipeda,2025-11-15,80,Zara Jeans 80,Z a r a,Jeans,Good,143.11,2025-10-14,3,429.33,Adult,Jeans
6475,321,56.0,Female,Estonia,Tallinn,2024-02-10,1,Puma Jeans 1,P u m a,Jeans,Fair,19.11,2026-03-17,3,57.33,Senior,Jeans
6476,1135,53.0,Female,Poland,Warsaw,2024-05-31,58,Levi's Shoes 58,L e v i ' s,Shoes,New,29.76,2026-04-17,3,89.28,Middle-aged,Shoes
6477,1933,43.0,Female,Poland,Krakow,2024-10-03,149,Adidas Dress 149,A d i d a s,Dress,Good,85.06,2024-11-07,2,170.12,Middle-aged,Dress
6478,1295,21.0,Female,Estonia,Tartu,2025-04-20,99,Uniqlo T-Shirt 99,U n i q l o,T-Shirt,Like New,21.05,2025-01-03,2,42.1,Young Adult,T-Shirt
6479,721,37.0,Female,Latvia,Daugavpils,2024-01-14,216,Levi's Jeans 216,L e v i ' s,Jeans,New,26.3,2024-06-20,2,52.6,Adult,Jeans
6480,955,60.0,Male,Estonia,Tallinn,2024-11-03,265,Levi's Hoodie 265,L e v i ' s,Hoodie,Good,59.18,2026-06-01,1,59.18,Senior,Hoodie
6481,1600,27.0,Female,Estonia,Tartu,2024-01-03,15,H&M T-Shirt 15,H & M,T-Shirt,New,117.77,2025-01-15,3,353.31,Young Adult,T-Shirt
6482,102,47.0,Female,Poland,Warsaw,2026-03-01,205,Uniqlo Jeans 205,U n i q l o,Jeans,Fair,17.12,2025-08-30,3,51.36,Middle-aged,Jeans
6483,1951,29.0,Female,Poland,Warsaw,2024-03-14,267,Puma Shoes 267,P u m a,Shoes,New,112.45,2026-01-21,3,337.35,Young Adult,Shoes
6484,1288,48.0,Female,Lithuania,Klaipeda,2023-12-30,292,Levi's Hoodie 292,L e v i ' s,Hoodie,Like New,16.28,2024-09-15,2,32.56,Middle-aged,Hoodie
6485,1314,51.0,Female,Latvia,Riga,2025-07-30,131,Zara Jeans 131,Z a r a,Jeans,Fair,17.65,2025-03-19,2,35.3,Middle-aged,Jeans
6486,1245,35.0,Male,Estonia,Tartu,2026-04-28,281,Adidas Shoes 281,A d i d a s,Shoes,Like New,130.86,2025-07-28,1,130.86,Adult,Shoes
6487,946,60.0,Male,Latvia,Riga,2025-02-17,41,Zara Jeans 41,Z a r a,Jeans,Fair,15.78,2025-07-03,2,31.56,Senior,Jeans
6488,985,27.0,Female,Lithuania,Vilnius,2026-04-11,135,H&M Jeans 135,H & M,Jeans,Like New,11.35,2024-07-08,3,34.05,Young Adult,Jeans
6489,1933,43.0,Female,Poland,Krakow,2024-10-03,223,Adidas Hoodie 223,A d i d a s,Hoodie,Like New,6.58,2025-11-23,2,13.16,Middle-aged,Hoodie
6490,1055,37.0,Male,Estonia,Tallinn,2023-09-06,214,Nike T-Shirt 214,N i k e,T-Shirt,Fair,58.89,2025-06-18,2,117.78,Adult,T-Shirt
6491,141,39.0,Male,Poland,Krakow,2025-01-24,288,Zara Jeans 288,Z a r a,Jeans,Like New,55.65,2025-10-18,2,111.3,Adult,Jeans
6492,1830,35.0,Female,Poland,Krakow,2025-06-20,52,Uniqlo Dress 52,U n i q l o,Dress,Like New,130.98,2025-08-11,1,130.98,Adult,Dress
6493,624,59.0,Male,Latvia,Daugavpils,2025-08-26,182,Nike Shoes 182,N i k e,Shoes,Good,19.87,2024-07-18,2,39.74,Senior,Shoes
6494,720,63.0,Female,Estonia,Tallinn,2024-04-21,188,Zara Dress 188,Z a r a,Dress,New,94.28,2024-12-31,2,188.56,Senior,Dress
6495,622,23.0,Female,Estonia,Tartu,2025-07-17,128,Nike Shoes 128,N i k e,Shoes,New,104.03,2025-10-30,1,104.03,Young Adult,Shoes
6496,100,33.0,Female,Estonia,Tallinn,2024-04-23,225,Uniqlo Dress 225,U n i q l o,Dress,Good,107.86,2026-01-25,1,107.86,Adult,Dress
6497,1909,33.0,Male,Latvia,Daugavpils,2023-11-06,76,Levi's Jeans 76,L e v i ' s,Jeans,New,108.55,2024-07-05,1,108.55,Adult,Jeans
6498,276,22.0,Male,Latvia,Daugavpils,2025-10-03,179,Levi's Jacket 179,L e v i ' s,Jacket,Like New,49.57,2025-05-22,3,148.71,Young Adult,Jacket
6499,878,61.0,Male,Estonia,Tartu,2025-09-02,170,Adidas Shoes 170,A d i d a s,Shoes,Like New,15.45,2025-02-02,1,15.45,Senior,Shoes
6500,1579,42.0,Male,Latvia,Daugavpils,2023-09-27,241,Uniqlo Dress 241,U n i q l o,Dress,Fair,77.53,2025-10-03,3,232.59,Adult,Dress
6501,988,57.0,Female,Poland,Krakow,2025-09-03,124,Adidas Dress 124,A d i d a s,Dress,New,31.35,2026-04-26,1,31.35,Senior,Dress
6502,410,26.0,Female,Lithuania,Kaunas,2025-09-19,51,Puma Shoes 51,P u m a,Shoes,Good,136.84,2025-10-22,2,273.68,Young Adult,Shoes
6503,1409,50.0,Female,Estonia,Tartu,2024-06-15,286,Puma Dress 286,P u m a,Dress,Like New,125.43,2024-09-20,2,250.86,Middle-aged,Dress
6504,1213,56.0,Female,Estonia,Tartu,2024-05-28,83,Uniqlo Shoes 83,U n i q l o,Shoes,Good,48.38,2024-09-20,2,96.76,Senior,Shoes
6505,761,27.0,Male,Poland,Warsaw,2026-04-10,145,H&M Jacket 145,H & M,Jacket,Good,35.0,2025-10-07,3,105.0,Young Adult,Jacket
6506,1379,42.0,Male,Poland,Warsaw,2023-11-20,79,Adidas T-Shirt 79,A d i d a s,T-Shirt,Like New,30.35,2024-09-15,1,30.35,Adult,T-Shirt
6507,295,37.0,Female,Lithuania,Kaunas,2024-04-19,135,H&M Jeans 135,H & M,Jeans,Like New,11.35,2024-07-30,3,34.05,Adult,Jeans
6508,284,20.0,Male,Poland,Krakow,2024-10-14,192,Adidas T-Shirt 192,A d i d a s,T-Shirt,Good,95.59,2025-05-13,2,191.18,Young Adult,T-Shirt
6509,658,41.0,Male,Poland,Warsaw,2024-05-24,13,Nike Jeans 13,N i k e,Jeans,Fair,75.85,2024-07-31,3,227.55,Adult,Jeans
6510,701,42.0,Male,Lithuania,Kaunas,2024-11-08,152,Zara Jeans 152,Z a r a,Jeans,Good,131.64,2024-07-04,3,394.92,Adult,Jeans
6511,1039,38.0,Female,Latvia,Daugavpils,2025-09-02,19,Puma Hoodie 19,P u m a,Hoodie,Like New,8.34,2025-12-31,3,25.02,Adult,Hoodie
6512,1201,56.0,Male,Lithuania,Klaipeda,2024-05-13,282,Uniqlo T-Shirt 282,U n i q l o,T-Shirt,Fair,44.13,2026-01-04,1,44.13,Senior,T-Shirt
6513,1734,19.0,Female,Latvia,Daugavpils,2024-10-01,254,Levi's Hoodie 254,L e v i ' s,Hoodie,New,143.91,2026-03-10,2,287.82,Young Adult,Hoodie
6514,939,53.0,Female,Latvia,Riga,2025-03-15,122,Puma Shoes 122,P u m a,Shoes,Good,20.96,2025-11-06,3,62.88,Middle-aged,Shoes
6515,980,34.0,Female,Estonia,Tartu,2025-04-19,70,Zara Shoes 70,Z a r a,Shoes,New,16.12,2025-06-23,2,32.24,Adult,Shoes
6516,200,38.0,Female,Poland,Warsaw,2025-08-28,201,H&M Jacket 201,H & M,Jacket,Fair,105.55,2024-06-15,1,105.55,Adult,Jacket
6517,415,53.0,Female,Estonia,Tartu,2025-10-18,145,H&M Jacket 145,H & M,Jacket,Good,35.0,2025-11-22,1,35.0,Middle-aged,Jacket
6518,451,39.0,Male,Latvia,Riga,2025-09-23,31,Levi's Jeans 31,L e v i ' s,Jeans,Like New,17.73,2024-07-02,1,17.73,Adult,Jeans
6519,1189,46.0,Male,Poland,Krakow,2024-03-07,41,Zara Jeans 41,Z a r a,Jeans,Fair,15.78,2025-01-16,2,31.56,Middle-aged,Jeans
6520,641,51.0,Male,Poland,Warsaw,2024-09-09,81,H&M Jacket 81,H & M,Jacket,Fair,29.72,2025-04-12,3,89.16,Middle-aged,Jacket
6521,1267,49.0,Male,Poland,Krakow,2023-12-07,116,Uniqlo Hoodie 116,U n i q l o,Hoodie,Like New,38.26,2025-10-18,1,38.26,Middle-aged,Hoodie
6522,1417,46.0,Male,Estonia,Tartu,2024-06-30,143,H&M Jacket 143,H & M,Jacket,New,29.0,2025-08-24,1,29.0,Middle-aged,Jacket
6523,1164,37.0,Female,Latvia,Daugavpils,2024-12-08,290,Uniqlo Jeans 290,U n i q l o,Jeans,Fair,56.43,2025-07-29,3,169.29,Adult,Jeans
6524,644,34.0,Male,Lithuania,Vilnius,2023-10-16,139,Nike Jacket 139,N i k e,Jacket,Fair,80.95,2025-07-03,2,161.9,Adult,Jacket
6525,313,39.0,Male,Estonia,Tallinn,2025-04-24,263,Uniqlo Dress 263,U n i q l o,Dress,Fair,64.31,2025-10-23,3,192.93,Adult,Dress
6526,1420,55.0,Female,Estonia,Tartu,2024-12-17,100,Zara Shoes 100,Z a r a,Shoes,Like New,62.21,2024-09-12,2,124.42,Senior,Shoes
6527,1069,18.0,Female,Lithuania,Vilnius,2024-04-15,194,H&M T-Shirt 194,H & M,T-Shirt,Good,140.27,2024-10-28,1,140.27,Young Adult,T-Shirt
6528,690,26.0,Male,Poland,Warsaw,2023-09-18,80,Zara Jeans 80,Z a r a,Jeans,Good,143.11,2025-05-03,2,286.22,Young Adult,Jeans
6529,1295,21.0,Female,Estonia,Tartu,2025-04-20,207,Adidas Dress 207,A d i d a s,Dress,New,34.48,2024-06-06,1,34.48,Young Adult,Dress
6530,340,25.0,Female,Latvia,Daugavpils,2024-05-06,66,Adidas Jacket 66,A d i d a s,Jacket,Good,120.78,2024-07-10,1,120.78,Young Adult,Jacket
6531,266,45.0,Male,Lithuania,Vilnius,2025-10-07,115,Uniqlo Shoes 115,U n i q l o,Shoes,Like New,32.36,2024-07-11,2,64.72,Middle-aged,Shoes
6532,763,34.0,Female,Estonia,Tartu,2025-07-07,196,Uniqlo Jeans 196,U n i q l o,Jeans,Like New,51.44,2025-09-24,3,154.32,Adult,Jeans
6533,925,47.0,Male,Lithuania,Klaipeda,2024-06-29,53,Adidas Dress 53,A d i d a s,Dress,New,19.2,2025-06-05,1,19.2,Middle-aged,Dress
6534,162,46.0,Female,Latvia,Daugavpils,2024-07-06,189,Nike Dress 189,N i k e,Dress,New,134.86,2025-12-31,3,404.58,Middle-aged,Dress
6535,1509,36.0,Female,Poland,Warsaw,2025-01-20,23,Adidas Shoes 23,A d i d a s,Shoes,Good,14.21,2024-09-14,2,28.42,Adult,Shoes
6536,1891,21.0,Male,Estonia,Tartu,2023-10-25,265,Levi's Hoodie 265,L e v i ' s,Hoodie,Good,59.18,2024-11-18,3,177.54,Young Adult,Hoodie
6537,1582,43.0,Female,Latvia,Riga,2025-05-12,260,Nike Jeans 260,N i k e,Jeans,Fair,42.4,2025-05-12,1,42.4,Middle-aged,Jeans
6538,143,35.0,Female,Estonia,Tartu,2025-03-28,212,Uniqlo Jeans 212,U n i q l o,Jeans,New,113.31,2025-08-17,2,226.62,Adult,Jeans
6539,89,56.0,Male,Estonia,Tartu,2024-10-04,278,Adidas T-Shirt 278,A d i d a s,T-Shirt,Like New,51.43,2024-12-03,1,51.43,Senior,T-Shirt
6540,446,44.0,Male,Lithuania,Vilnius,2026-04-19,297,Puma Shoes 297,P u m a,Shoes,Fair,141.78,2025-10-14,1,141.78,Middle-aged,Shoes
6541,1080,31.0,Male,Lithuania,Klaipeda,2024-05-04,284,Zara Jacket 284,Z a r a,Jacket,New,48.26,2025-03-11,2,96.52,Adult,Jacket
6542,996,36.0,Female,Lithuania,Klaipeda,2024-08-26,18,Nike Shoes 18,N i k e,Shoes,New,75.94,2025-12-24,3,227.82,Adult,Shoes
6543,782,32.0,Male,Latvia,Riga,2025-07-30,100,Zara Shoes 100,Z a r a,Shoes,Like New,62.21,2024-08-25,2,124.42,Adult,Shoes
6544,669,41.0,Female,Latvia,Daugavpils,2025-11-05,72,Nike T-Shirt 72,N i k e,T-Shirt,Good,85.35,2025-07-07,2,170.7,Adult,T-Shirt
6545,1253,32.0,Male,Poland,Krakow,2024-01-31,166,H&M Shoes 166,H & M,Shoes,Fair,31.32,2025-03-17,3,93.96,Adult,Shoes
6546,621,35.0,Male,Estonia,Tallinn,2025-07-07,156,Puma Hoodie 156,P u m a,Hoodie,Good,109.7,2024-06-17,1,109.7,Adult,Hoodie
6547,297,40.0,Male,Latvia,Daugavpils,2024-05-04,82,Nike Dress 82,N i k e,Dress,Like New,125.6,2026-05-13,2,251.2,Adult,Dress
6548,1138,53.0,Male,Poland,Warsaw,2024-05-11,77,Puma Hoodie 77,P u m a,Hoodie,Good,40.41,2025-12-03,2,80.82,Middle-aged,Hoodie
6549,1115,53.0,Female,Estonia,Tartu,2026-01-18,202,H&M Hoodie 202,H & M,Hoodie,Good,25.04,2024-08-13,1,25.04,Middle-aged,Hoodie
6550,501,65.0,Female,Latvia,Riga,2026-03-30,237,Adidas T-Shirt 237,A d i d a s,T-Shirt,New,39.85,2025-09-18,1,39.85,Senior,T-Shirt
6551,158,34.0,Female,Latvia,Riga,2023-12-31,154,Adidas Hoodie 154,A d i d a s,Hoodie,New,5.2,2024-07-14,2,10.4,Adult,Hoodie
6552,464,61.0,Male,Latvia,Riga,2025-02-25,38,Puma Shoes 38,P u m a,Shoes,Like New,10.33,2025-11-29,1,10.33,Senior,Shoes
6553,65,40.0,Male,Estonia,Tallinn,2026-02-22,79,Adidas T-Shirt 79,A d i d a s,T-Shirt,Like New,30.35,2026-04-28,2,60.7,Adult,T-Shirt
6554,780,28.0,Female,Estonia,Tartu,2025-10-11,63,Levi's T-Shirt 63,L e v i ' s,T-Shirt,Good,12.67,2024-10-04,2,25.34,Young Adult,T-Shirt
6555,1238,42.0,Male,Lithuania,Kaunas,2023-09-10,128,Nike Shoes 128,N i k e,Shoes,New,104.03,2026-01-10,3,312.09,Adult,Shoes
6556,838,41.0,Female,Lithuania,Kaunas,2024-11-15,4,Levi's Jeans 4,L e v i ' s,Jeans,Fair,105.91,2024-08-28,2,211.82,Adult,Jeans
6557,51,28.0,Female,Lithuania,Vilnius,2025-01-15,136,Adidas Jacket 136,A d i d a s,Jacket,Good,134.28,2024-09-04,2,268.56,Young Adult,Jacket
6558,1789,42.0,Female,Lithuania,Vilnius,2026-03-05,257,Uniqlo Shoes 257,U n i q l o,Shoes,Fair,18.65,2024-10-07,3,55.95,Adult,Shoes
6559,1702,47.0,Female,Estonia,Tallinn,2024-05-04,53,Adidas Dress 53,A d i d a s,Dress,New,19.2,2026-02-22,3,57.6,Middle-aged,Dress
6560,257,63.0,Female,Lithuania,Kaunas,2023-11-20,162,Puma Hoodie 162,P u m a,Hoodie,Like New,123.44,2026-04-06,2,246.88,Senior,Hoodie
6561,1386,32.0,Female,Latvia,Daugavpils,2025-05-16,74,Puma Jeans 74,P u m a,Jeans,Fair,77.18,2025-10-12,2,154.36,Adult,Jeans
6562,839,20.0,Male,Lithuania,Vilnius,2026-01-25,287,Nike Jacket 287,N i k e,Jacket,Good,144.69,2026-04-18,3,434.07,Young Adult,Jacket
6563,1592,26.0,Female,Lithuania,Kaunas,2026-05-30,109,Puma Shoes 109,P u m a,Shoes,Fair,74.63,2024-08-05,2,149.26,Young Adult,Shoes
6564,1985,65.0,Male,Estonia,Tallinn,2025-04-14,24,Uniqlo Hoodie 24,U n i q l o,Hoodie,Like New,63.77,2025-02-25,1,63.77,Senior,Hoodie
6565,161,53.0,Female,Latvia,Riga,2025-05-18,144,Uniqlo Hoodie 144,U n i q l o,Hoodie,Fair,86.56,2024-12-21,1,86.56,Middle-aged,Hoodie
6566,1548,26.0,Male,Latvia,Daugavpils,2024-05-27,36,H&M Jeans 36,H & M,Jeans,Fair,105.79,2024-09-16,3,317.37,Young Adult,Jeans
6567,228,28.0,Female,Estonia,Tartu,2026-03-29,288,Zara Jeans 288,Z a r a,Jeans,Like New,55.65,2024-09-16,3,166.95,Young Adult,Jeans
6568,640,42.0,Male,Latvia,Daugavpils,2024-05-09,5,Zara Jeans 5,Z a r a,Jeans,Like New,36.63,2024-08-28,2,73.26,Adult,Jeans
6569,1429,46.0,Male,Latvia,Daugavpils,2025-03-05,119,Adidas Shoes 119,A d i d a s,Shoes,New,62.21,2025-04-20,1,60.15,Middle-aged,Shoes
6570,1303,56.0,Male,Lithuania,Vilnius,2026-01-10,60,Puma T-Shirt 60,P u m a,T-Shirt,Fair,74.14,2026-01-24,2,148.28,Senior,T-Shirt
6571,1370,25.0,Male,Lithuania,Vilnius,2025-08-07,2,Zara Hoodie 2,Z a r a,Hoodie,New,128.22,2025-04-17,2,256.44,Young Adult,Hoodie
6572,923,28.0,Male,Poland,Warsaw,2024-04-19,20,Levi's Hoodie 20,L e v i ' s,Hoodie,Fair,44.69,2025-06-06,3,134.07,Young Adult,Hoodie
6573,849,59.0,Female,Lithuania,Kaunas,2023-09-18,1,Puma Jeans 1,P u m a,Jeans,Fair,19.11,2025-03-10,3,57.33,Senior,Jeans
6574,1623,36.0,Male,Poland,Krakow,2024-01-07,25,Puma Shoes 25,P u m a,Shoes,Fair,85.63,2025-09-09,2,171.26,Adult,Shoes
6575,205,39.0,Female,Poland,Krakow,2025-07-02,152,Zara Jeans 152,Z a r a,Jeans,Good,131.64,2025-10-30,3,394.92,Adult,Jeans
6576,940,41.0,Female,Poland,Warsaw,2024-04-21,270,H&M Shoes 270,H & M,Shoes,Like New,61.29,2024-08-11,1,61.29,Adult,Shoes
6577,45,47.0,Male,Poland,Krakow,2025-07-26,102,Adidas Jacket 102,A d i d a s,Jacket,Good,22.22,2025-02-25,1,22.22,Middle-aged,Jacket
6578,1658,35.0,Female,Estonia,Tallinn,2026-03-04,182,Nike Shoes 182,N i k e,Shoes,Good,19.87,2025-03-07,2,39.74,Adult,Shoes
6579,645,50.0,Female,Lithuania,Kaunas,2025-06-10,243,Puma T-Shirt 243,P u m a,T-Shirt,New,53.04,2024-11-05,1,53.04,Middle-aged,T-Shirt
6580,938,55.0,Female,Lithuania,Klaipeda,2025-11-01,168,Puma Jeans 168,P u m a,Jeans,Good,8.05,2025-09-28,3,24.15,Senior,Jeans
6581,1229,56.0,Male,Poland,Warsaw,2026-02-07,138,H&M T-Shirt 138,H & M,T-Shirt,New,137.07,2025-09-10,1,137.07,Senior,T-Shirt
6582,1487,62.0,Male,Poland,Krakow,2024-11-29,138,H&M T-Shirt 138,H & M,T-Shirt,New,137.07,2025-01-15,1,137.07,Senior,T-Shirt
6583,440,21.0,Male,Latvia,Riga,2025-06-20,231,H&M Jacket 231,H & M,Jacket,Like New,12.93,2025-02-21,2,25.86,Young Adult,Jacket
6584,1267,49.0,Male,Poland,Krakow,2023-12-07,298,Uniqlo Jeans 298,U n i q l o,Jeans,Fair,97.64,2025-11-21,3,292.92,Middle-aged,Jeans
6585,922,31.0,Female,Lithuania,Kaunas,2024-04-09,2,Zara Hoodie 2,Z a r a,Hoodie,New,128.22,2025-01-23,3,384.66,Adult,Hoodie
6586,506,41.0,Female,Estonia,Tallinn,2024-11-02,55,Nike Jeans 55,N i k e,Jeans,Good,90.38,2025-01-22,3,271.14,Adult,Jeans
6587,806,44.0,Female,Latvia,Daugavpils,2024-01-30,148,Puma Hoodie 148,P u m a,Hoodie,Good,48.99,2024-12-09,1,48.99,Middle-aged,Hoodie
6588,1671,53.0,Male,Latvia,Riga,2025-01-16,208,Uniqlo Shoes 208,U n i q l o,Shoes,Good,85.96,2024-08-13,2,171.92,Middle-aged,Shoes
6589,9,20.0,Female,Estonia,Tartu,2025-03-08,198,Nike Hoodie 198,N i k e,Hoodie,Fair,144.14,2025-01-17,1,144.14,Young Adult,Hoodie
6590,344,45.0,Male,Latvia,Daugavpils,2025-05-27,219,H&M T-Shirt 219,H & M,T-Shirt,Like New,113.48,2025-05-27,2,226.96,Middle-aged,T-Shirt
6591,479,52.0,Female,Poland,Krakow,2025-12-27,34,Adidas Jacket 34,A d i d a s,Jacket,New,41.01,2026-03-25,3,123.03,Middle-aged,Jacket
6592,1140,60.0,Female,Lithuania,Vilnius,2024-11-12,24,Uniqlo Hoodie 24,U n i q l o,Hoodie,Like New,63.77,2025-10-15,2,127.54,Senior,Hoodie
6593,1896,44.0,Male,Latvia,Riga,2025-12-19,204,H&M Hoodie 204,H & M,Hoodie,Fair,82.21,2024-08-30,1,82.21,Middle-aged,Hoodie
6594,1404,42.0,Female,Lithuania,Vilnius,2024-12-25,19,Puma Hoodie 19,P u m a,Hoodie,Like New,8.34,2024-06-29,1,8.34,Adult,Hoodie
